row_id,source_id,family,template_id,title,source_url,section_locator,candidate_claim,reference_safe,reference_action,reference_gate,reference_reason,reference_rewrite,conservative_safe,conservative_action,conservative_gate,conservative_reason,conservative_safe_correct,conservative_action_correct,conservative_gate_correct,conservative_unsafe_false_release
V317B-UNC-008,V34H-UNC-002,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,Unsupervised Confidence Calibration for Reasoning LLMs from a Single Generation,https://arxiv.org/abs/2604.19444,Abstract,The paper's main calibration setting relies on labeled correctness annotations and multiple inference-time generations.,no,SUPPRESS,suppress_no_safe_public_claim,source_forbids_candidate_no_repair,,no,BLOCK_AND_SUGGEST,blocked_but_corrected_claim_available,source_supports_corrected_claim_but_candidate_blocked,True,False,False,False
V317B-UNC-009,V34H-UNC-003,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,Instinct vs. Reflection: Unifying Token and Verbalized Confidence in Multimodal Large Models,https://arxiv.org/abs/2604.17274,Abstract,"In the analyzed MLLMs, implicit token-level support frequently diverges from verbal self-assessment confidence.",yes,ACCEPT,reportable_as_claim,source_supports_candidate,,yes,ACCEPT,reportable_as_claim,source_supports_candidate,True,True,True,False
V317B-UNC-010,V34H-UNC-003,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,Instinct vs. Reflection: Unifying Token and Verbalized Confidence in Multimodal Large Models,https://arxiv.org/abs/2604.17274,Results on Calibrated Confidence,The fused confidence method improves all calibration and discrimination metrics across every benchmark.,no,WEAKEN,reportable_after_weakening,source_supports_weakened_candidate,The fused confidence method primarily functions as a post-hoc recalibration tool and yields substantial ECE reductions across most benchmarks.,no,WEAKEN,reportable_after_weakening,source_supports_weakened_candidate,True,True,True,False
V317B-UNC-011,V34H-UNC-003,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,Instinct vs. Reflection: Unifying Token and Verbalized Confidence in Multimodal Large Models,https://arxiv.org/abs/2604.17274,Results on Calibrated Confidence,The fusion method consistently improves AUROC and AUPRC-N across models.,no,BLOCK_AND_SUGGEST,blocked_but_corrected_claim_available,source_supports_corrected_claim_but_candidate_blocked,The fusion method's AUROC and AUPRC-N improvements are inconsistent and highly model-sensitive.,no,BLOCK_AND_SUGGEST,blocked_but_corrected_claim_available,source_supports_corrected_claim_but_candidate_blocked,True,True,True,False
V317B-UNC-012,V34H-UNC-003,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,Instinct vs. Reflection: Unifying Token and Verbalized Confidence in Multimodal Large Models,https://arxiv.org/abs/2604.17274,"Section 3, Method",The method extracts token confidence and verbalized confidence as complementary signals from MLLMs.,no,SUPPORT_ONLY,support_only_context,source_background_only,,yes,ACCEPT,reportable_as_claim,source_supports_candidate,False,False,False,True
V317B-UNC-013,V34H-UNC-004,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,Adaptive Conformal Prediction for Improving Factuality of Generations by Large Language Models,https://arxiv.org/abs/2604.13991,Abstract,The adaptive conformal method enables prompt-dependent calibration while retaining marginal guarantees and improving conditional coverage.,yes,ACCEPT,reportable_as_claim,source_supports_candidate,,yes,ACCEPT,reportable_as_claim,source_supports_candidate,True,True,True,False
V317B-UNC-014,V34H-UNC-004,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,Adaptive Conformal Prediction for Improving Factuality of Generations by Large Language Models,https://arxiv.org/abs/2604.13991,"Section 2.3, Adaptive Conformal Prediction",Global-threshold conformal prediction for LLMs always loses marginal guarantees and always miscalibrates every input.,no,BLOCK_AND_SUGGEST,blocked_but_corrected_claim_available,source_supports_corrected_claim_but_candidate_blocked,Global-threshold conformal prediction for LLMs can over- or under-cover specific inputs despite valid marginal guarantees.,no,BLOCK_AND_SUGGEST,blocked_but_corrected_claim_available,source_supports_corrected_claim_but_candidate_blocked,True,True,True,False
V317B-UNC-015,V34H-UNC-004,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,Adaptive Conformal Prediction for Improving Factuality of Generations by Large Language Models,https://arxiv.org/abs/2604.13991,"Section 3.3, Long-form QA Experimental Results",Adaptive conformal factuality provides exact conditional coverage guarantees in long-form QA.,no,BLOCK_AND_SUGGEST,blocked_but_corrected_claim_available,source_supports_corrected_claim_but_candidate_blocked,"In long-form QA experiments, the adaptive conformal procedure preserves marginal coverage while improving conditional coverage and consistency across categories.",no,WEAKEN,reportable_after_weakening,source_supports_weakened_candidate,True,False,False,False
V317B-UNC-016,V34H-UNC-004,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,Adaptive Conformal Prediction for Improving Factuality of Generations by Large Language Models,https://arxiv.org/abs/2604.13991,"Section 3.4, MCQA Experimental Results",MCQA outputs show high variance because LLM outputs are stochastic and prompt-sensitive.,no,SUPPORT_ONLY,support_only_context,source_background_only,,yes,ACCEPT,reportable_as_claim,source_supports_candidate,False,False,False,True
V317B-UNC-017,V34H-UNC-005,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,When to Answer and When to Defer: A Decision Framework for Reliable Code Predictions,https://arxiv.org/abs/2605.19369,"Section 4.1, Preliminary Results",The paper reports that weighted scaling consistently improves ECE and Brier score across models.,yes,ACCEPT,reportable_as_claim,source_supports_candidate,,yes,ACCEPT,reportable_as_claim,source_supports_candidate,True,True,True,False
V317B-UNC-018,V34H-UNC-005,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,When to Answer and When to Defer: A Decision Framework for Reliable Code Predictions,https://arxiv.org/abs/2605.19369,Abstract,Code language models always produce overconfident wrong predictions and underconfident correct predictions in deployment.,no,WEAKEN,reportable_after_weakening,source_supports_weakened_candidate,"Code language models frequently produce overconfident incorrect predictions and underconfident correct predictions, undermining deployment reliability.",no,WEAKEN,reportable_after_weakening,source_supports_weakened_candidate,True,True,True,False
V317B-UNC-019,V34H-UNC-005,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,When to Answer and When to Defer: A Decision Framework for Reliable Code Predictions,https://arxiv.org/abs/2605.19369,Abstract,The paper fully validates a deployed tool-abstention system for code predictions.,no,BLOCK_AND_SUGGEST,blocked_but_corrected_claim_available,source_supports_corrected_claim_but_candidate_blocked,"The paper introduces a framework that integrates uncertainty estimation, model calibration, and tool-based abstention handling for code models.",no,BLOCK_AND_SUGGEST,blocked_but_corrected_claim_available,source_supports_corrected_claim_but_candidate_blocked,True,True,True,False
V317B-UNC-020,V34H-UNC-005,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,When to Answer and When to Defer: A Decision Framework for Reliable Code Predictions,https://arxiv.org/abs/2605.19369,"Section 4.3, Evaluation of Uncertainty Metrics Across Tasks",Uncalibrated uncertainty metrics are sufficient to automate reliable code abstention across all tasks.,no,SUPPRESS,suppress_no_safe_public_claim,source_forbids_candidate_no_repair,,no,BLOCK_AND_SUGGEST,blocked_but_corrected_claim_available,source_supports_corrected_claim_but_candidate_blocked,True,False,False,False
V317B-UNC-021,V34H-UNC-006,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,Uncertainty Reliability Under Domain Shift: An Investigation for Data-Driven Blood Pressure Estimation in Photoplethysmography,https://arxiv.org/abs/2605.18008,Abstract,The study evaluates predictive performance and uncertainty reliability for PPG-based BP estimation under ID and OOD settings.,yes,ACCEPT,reportable_as_claim,source_supports_candidate,,yes,ACCEPT,reportable_as_claim,source_supports_candidate,True,True,True,False
V317B-UNC-022,V34H-UNC-006,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,Uncertainty Reliability Under Domain Shift: An Investigation for Data-Driven Blood Pressure Estimation in Photoplethysmography,https://arxiv.org/abs/2605.18008,"Section 3.5, OOD uncertainty reliability","GNLL modeling, ensembling, and recalibration each fully solve OOD uncertainty reliability under domain shift.",no,WEAKEN,reportable_after_weakening,source_supports_weakened_candidate,"Uncertainty reliability degrades under domain shift, while GNLL-based probabilistic modeling, ensembling, and recalibration each help improve OOD uncertainty awareness.",no,WEAKEN,reportable_after_weakening,source_supports_weakened_candidate,True,True,True,False
V317B-UNC-023,V34H-UNC-006,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,Uncertainty Reliability Under Domain Shift: An Investigation for Data-Driven Blood Pressure Estimation in Photoplethysmography,https://arxiv.org/abs/2605.18008,"Section 3.1, Quantifying distribution shifts","Among the evaluated OOD datasets, Sensors has the smallest SBP distribution shift relative to the training distribution.",no,BLOCK_AND_SUGGEST,blocked_but_corrected_claim_available,source_supports_corrected_claim_but_candidate_blocked,"Among the evaluated OOD datasets, Sensors has the largest SBP distribution shift relative to the training distribution, followed by UCI, PPGBP, and BCG.",no,BLOCK_AND_SUGGEST,blocked_but_corrected_claim_available,source_supports_corrected_claim_but_candidate_blocked,True,True,True,False
V317B-UNC-024,V34H-UNC-006,uncertainty_calibration,TPL-UNCERTAINTY-CAL-V18,Uncertainty Reliability Under Domain Shift: An Investigation for Data-Driven Blood Pressure Estimation in Photoplethysmography,https://arxiv.org/abs/2605.18008,"Section 4.4, Practical implications, limitations, and future directions",The study establishes deployment-ready BP uncertainty calibration across all clinical acquisition conditions.,no,SUPPRESS,suppress_no_safe_public_claim,source_forbids_candidate_no_repair,,no,BLOCK_AND_SUGGEST,blocked_but_corrected_claim_available,source_supports_corrected_claim_but_candidate_blocked,True,False,False,False
